uid,date_utc,git_commit,config_hash,config_path,encoder,index,dataset,num_patches,num_query,num_gallery,seed,top1,top5,top10,map_at_10,random_baseline_top5,embed_time_s,index_time_s,query_time_s,notes
20260421_001_clip-vitb16_faiss-flatip_hancock5_seed42,2026-04-21T07:47:18.174532+00:00,c64e78b88bcac8d83f6da5ad5ab39904549c945d,1c8c3dbe9bdc,configs\runs\20260421_001_clip-vitb16_faiss-flatip_hancock5_seed42.yaml,clip-vitb16,faiss-flatip,hancock5,3044,609,2435,42,0.8998357963875205,0.9967159277504105,1.0,0.8989561429692597,0.96875,145.0,0.16,1.53,"Phase 0 baseline, seed 42"
20260421_002_clip-vitb16_faiss-flatip_hancock5_seed42,2026-04-21T08:06:01.257556+00:00,2e58f8eaad09273d3eacb692b617e4ff648d56bd,1c8c3dbe9bdc,configs\runs\20260421_002_clip-vitb16_faiss-flatip_hancock5_seed42.yaml,clip-vitb16,faiss-flatip,hancock5,3044,609,2435,42,0.8998357963875205,0.9967159277504105,1.0,0.8989561429692597,0.96875,114.12,0.02,0.75,"Phase 0 baseline, seed 42"
20260421_003_clip-vitb16_faiss-flatip_hancock5_seed123,2026-04-21T08:06:02.074676+00:00,2e58f8eaad09273d3eacb692b617e4ff648d56bd,92c4a7321444,configs\runs\20260421_003_clip-vitb16_faiss-flatip_hancock5_seed123.yaml,clip-vitb16,faiss-flatip,hancock5,3044,609,2435,123,0.8998357963875205,0.993431855500821,0.9983579638752053,0.8955465569886655,0.96875,0.0,0.0,0.74,"Phase 0 baseline, seed 123"
20260421_004_clip-vitb16_faiss-flatip_hancock5_seed2024,2026-04-21T08:06:02.897002+00:00,2e58f8eaad09273d3eacb692b617e4ff648d56bd,a55d1d5cc088,configs\runs\20260421_004_clip-vitb16_faiss-flatip_hancock5_seed2024.yaml,clip-vitb16,faiss-flatip,hancock5,3044,609,2435,2024,0.8768472906403941,0.9917898193760263,0.9983579638752053,0.888657863011409,0.96875,0.0,0.0,0.74,"Phase 0 baseline, seed 2024"
